CNN,the_geom,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg
8708201,"LINESTRING (-122.44565006378531 37.805368466809526, -122.44575837632334 37.805384981694665, -122.4472292397655 37.80519555166784, -122.44728687110387 37.80516008975261)",25,MARINA BLVD,56.5,10.5,25.15,28.02,32.48
8675101,"LINESTRING (-122.4224729886474 37.71788737930189, -122.42249200464359 37.71781584767354, -122.42353005244189 37.71720192417391, -122.42377420187177 37.71709231860237, -122.42402245730548 37.71703653348151, -122.42425826279631 37.71702405865747, -122.4245280184043 37.717064916634314, -122.42465618215617 37.71713189443438)",35,MANSELL ST,54.18,18.89,35.18,39.46,44.06
8675201,"LINESTRING (-122.4224729886474 37.71788737930189, -122.42257465996136 37.7178686588021, -122.42362091894572 37.71725217438574, -122.42378157645567 37.717167642639474, -122.42402141567149 37.71710121710706, -122.424259822262 37.7170843883671, -122.42465618215617 37.71713189443438)",35,MANSELL ST,54.18,18.89,35.18,39.46,44.06
8650000,"LINESTRING (-122.44200231911174 37.7330979558661, -122.44432039751379 37.73308768738653)",0,MANGELS AVE,4.63,0.93,18.45,28.71,35.48
8652000,"LINESTRING (-122.44660096584477 37.73307698454061, -122.44887338634062 37.73306871826487)",0,MANGELS AVE,44.67,19.31,22.77,29.79,33.46
8664000,"LINESTRING (-122.4258348168562 37.71827938903768, -122.42560587292175 37.718131895107064, -122.42541170591558 37.717880972581334, -122.42517744471832 37.71748596067952, -122.42494209709217 37.71726106462185, -122.42465618215617 37.71713189443438)",35,MANSELL ST,54.18,18.89,35.18,39.46,44.06
8669101,"LINESTRING (-122.40500937030887 37.720508680429944, -122.40500283040416 37.72038755276395, -122.40598538440473 37.720131729182974)",25,MANSELL ST,81.5,34,28.08,29.48,32.96
8671202,"LINESTRING (-122.40902190727749 37.719586725305795, -122.41000174550051 37.71933156879178)",25,MANSELL ST,95.05,66.83,31.5,32.03,34.15
8511000,"LINESTRING (-122.50911129033244 37.75841445278637, -122.50890254357822 37.756551229665625)",25,GREAT HWY,95,60.5,31.45,31.95,34.77
8516000,"LINESTRING (-122.50794154742324 37.74911093708341, -122.5076948949428 37.74724853414757)",25,GREAT HWY,91,52.5,30.32,31.15,34.19
8546000,"LINESTRING (-122.47027377965705 37.75925277356345, -122.47084710252467 37.75922759746408, -122.47126320071183 37.75953041676327, -122.47133434513201 37.75960194341891, -122.47137199535649 37.759680828305385, -122.47138046966626 37.75972707836578, -122.47140857182677 37.76007557266427)",0,LURLINE ST,4.45,0.64,16.61,29.9,47.33
8549000,"LINESTRING (-122.43168540405343 37.731651525034, -122.43139297186688 37.731009499209925)",0,LYELL ST,58.33,24.22,24.83,29.44,32.87
8443000,"LINESTRING (-122.41362271463063 37.80275505835911, -122.41371875000068 37.80274320188355)",0,LOMBARD ST,71,25.5,26.9,29.39,33.67
8444000,"LINESTRING (-122.41371875000068 37.80274320188355, -122.41386085165365 37.80272518226413)",0,LOMBARD ST,71,25.5,26.9,29.39,33.67
8370101,"LINESTRING (-122.49118581664013 37.76483257200196, -122.49131173971959 37.76478834359374, -122.49209947611809 37.76474935557683, -122.49225762331241 37.764779523571264)",35,LINCOLN WAY,64.5,17.5,35.99,38.57,42.8
8370201,"LINESTRING (-122.49118581664013 37.76483257200196, -122.49131804134015 37.76486295571804, -122.49212844099468 37.76482284563643, -122.49225762331241 37.764779523571264)",35,LINCOLN WAY,64.5,17.5,35.99,38.57,42.8
8381101,"LINESTRING (-122.50297641357768 37.76431112773232, -122.50307553073388 37.764271497764035, -122.50391509306344 37.76423238789981, -122.50404877662612 37.764261172502174)",35,LINCOLN WAY,34.33,7.46,32.65,38.16,42.33
8381201,"LINESTRING (-122.50297641357768 37.76431112773232, -122.50308415473485 37.76434317517271, -122.50392613411304 37.764303952174956, -122.50404877662612 37.764261172502174)",35,LINCOLN WAY,34.33,7.46,32.65,38.16,42.33
8349101,"LINESTRING (-122.46858299817089 37.76583002851622, -122.46870448488714 37.76577789562424, -122.46952855933856 37.765741451194586, -122.46965384891134 37.76578267066814)",35,LINCOLN WAY,30,8.5,31.65,38.5,42.29
8349201,"LINESTRING (-122.46858299817089 37.76583002851622, -122.46869790269356 37.76587170724568, -122.46953113250586 37.765834857532724, -122.46965384891134 37.76578267066814)",35,LINCOLN WAY,30,8.5,31.65,38.5,42.29
8353101,"LINESTRING (-122.4729227295174 37.76564119105646, -122.47304163268512 37.76558064162735, -122.47393551355152 37.765543145559526, -122.47404531847137 37.76559292360653)",35,LINCOLN WAY,41,11,33.99,38.56,42.82
8353201,"LINESTRING (-122.4729227295174 37.76564119105646, -122.4730439586353 37.76567816884112, -122.4739425597576 37.76563711955565, -122.47404531847137 37.76559292360653)",35,LINCOLN WAY,41,11,33.99,38.56,42.82
8360101,"LINESTRING (-122.4804690208142 37.76530608901131, -122.48059038361055 37.76526249854623, -122.48141015600014 37.765226934396935, -122.48154100712556 37.76525958264201)",35,LINCOLN WAY,32,8,32.78,38.56,43.25
8360201,"LINESTRING (-122.4804690208142 37.76530608901131, -122.48059467326871 37.76533805685441, -122.48141204588131 37.76530259614477, -122.48154100712556 37.76525958264201)",35,LINCOLN WAY,32,8,32.78,38.56,43.25
8308000,"LINESTRING (-122.4364681653575 37.722465218304144, -122.43772853949704 37.72295590786846)",0,LEO ST,5.29,0.68,14.16,29,42.48
8320000,"LINESTRING (-122.42050683171837 37.75854472136169, -122.42033834076328 37.756948907556165)",0,LEXINGTON ST,4.88,1.22,15.93,28.5,33
8050101,"LINESTRING (-122.48507678694625 37.71857435924847, -122.48502479361085 37.718534917646345, -122.48502421328793 37.71836398760056, -122.48507594989785 37.718327590709734)",0,LAKE MERCED BLVD,59.3,25.63,41.13,44.43,47.63
8050201,"LINESTRING (-122.48507678694625 37.71857435924847, -122.48512851157393 37.71853445132505, -122.48512792274596 37.718360920444354, -122.48507594989785 37.718327590709734)",0,LAKE MERCED BLVD,59.3,25.63,41.13,44.43,47.63
8042000,"LINESTRING (-122.49905897648851 37.731576070276894, -122.49822979448048 37.73137623834845, -122.49800163647066 37.73127783249764)",35,LAKE MERCED BLVD,55.5,15,35.4,38.9,44.03
8044000,"LINESTRING (-122.49800163647066 37.73127783249764, -122.49806025482003 37.73116458533371, -122.49787069304534 37.73073021197487, -122.49735364720888 37.729668380742005, -122.4972328970748 37.729489767928754, -122.49701743965304 37.72930253416326, -122.49669914873238 37.72912386071655, -122.49635748384524 37.72903420779994, -122.49603481921616 37.72901240528694, -122.49568823053697 37.72905918151033, -122.4934699328743 37.72959666274254)",35,LAKE MERCED BLVD,55.5,15,35.4,38.9,44.03
8046101,"LINESTRING (-122.49054678493627 37.72965201594119, -122.49053656636218 37.729749353826634, -122.49024011711107 37.73005952704517, -122.48999017196577 37.73025277305416, -122.4895749870809 37.73039810822169, -122.48920314706602 37.73043240208067, -122.4888080184701 37.730357419871545, -122.48666621091526 37.72969888413075, -122.48655207266427 37.7295850106079)",35,LAKE MERCED BLVD,50.5,11.5,34.85,38.24,42.43
8046201,"LINESTRING (-122.49054678493627 37.72965201594119, -122.49042487664656 37.72969192314294, -122.4901354379644 37.730003431312134, -122.48990120976008 37.730164549303794, -122.48957968872688 37.730285547076704, -122.48920541884651 37.73031853557216, -122.48889021586315 37.73025718451827, -122.48672372631934 37.7295865726529, -122.48655207266427 37.7295850106079)",35,LAKE MERCED BLVD,50.5,11.5,34.85,38.24,42.43
7984000,"LINESTRING (-122.4313113209161 37.80144493531299, -122.43149769910559 37.80237629617864)",0,LAGUNA ST,22.95,2.32,21.19,27.72,34.17
7827101,"LINESTRING (-122.45528260021666 37.768175358553535, -122.45535654120245 37.768126768063716, -122.45554141037536 37.76809019820242, -122.45669930896793 37.76774317996619)",30,KEZAR DR,72.86,31.43,32,34.39,37.53
7827102,"LINESTRING (-122.45669930896793 37.76774317996619, -122.45703369071062 37.767642965788276, -122.45827658258494 37.767279942407946)",30,KEZAR DR,72.86,31.43,32,34.39,37.53
7827103,"LINESTRING (-122.45827658258494 37.767279942407946, -122.45854543820724 37.76720141357288, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32,34.39,37.53
7827201,"LINESTRING (-122.45528260021666 37.768175358553535, -122.4554010885955 37.76818570283593, -122.45557073726508 37.76815186197548, -122.45671489350372 37.767808962230724, -122.45706236073337 37.76770482400987, -122.45857436061935 37.7672631978133, -122.45863716122878 37.76720000033241)",30,KEZAR DR,72.86,31.43,32,34.39,37.53
7828101,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45870595418236 37.76714193939788, -122.45879111042234 37.76711417158627, -122.459023034889 37.767007554845115, -122.45980087871708 37.766404090454124, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32,34.39,37.53
7828201,"LINESTRING (-122.45863716122878 37.76720000033241, -122.45875509473221 37.767197171887126, -122.45882525795187 37.767174292676295, -122.45906914089106 37.767062526730875, -122.45985544777592 37.76645374828332, -122.45993148803683 37.76634884017285)",30,KEZAR DR,72.86,31.43,32,34.39,37.53
7833101,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39179954419241 37.777928541992964, -122.39383599654042 37.77632922269216, -122.39403506516257 37.77633297645496)",35,KING ST,9,0.5,26.85,37.28,42
7833201,"LINESTRING (-122.39184052526359 37.778125697486914, -122.39201364788971 37.778099306606535, -122.39404826372436 37.77649221407759, -122.39403506516257 37.77633297645496)",35,KING ST,9,0.5,26.85,37.28,42
7852000,"LINESTRING (-122.47140857182677 37.76007557266427, -122.47244617356067 37.76002920737054)",0,KIRKHAM ST,89,36.5,28.52,29.33,32.68
7853000,"LINESTRING (-122.47244617356067 37.76002920737054, -122.47365232667987 37.759975299843084)",0,KIRKHAM ST,82.31,30.5,27.84,29.38,33.43
7675000,"LINESTRING (-122.49735323266646 37.7608032342564, -122.49842450319494 37.760755943480596)",25,JUDAH ST,62,16.5,25.75,28.45,32.45
7681000,"LINESTRING (-122.50378547842567 37.76051913927559, -122.50485672263437 37.76047179122974)",25,JUDAH ST,31.5,6,23.02,28.27,33.67
7689000,"LINESTRING (-122.44884464152584 37.72836894416822, -122.45111256024691 37.72835755064325)",0,JUDSON AVE,59.58,22.03,25.55,29.27,33.12
7706101,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47144842561963 37.73458976399803, -122.47150754508387 37.73322896573217, -122.47158522860025 37.73216922025709, -122.47164164954363 37.73110562963544, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52,13,34.75,38.59,43.35
6579201,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42399553325927 37.76303269259282, -122.42392656317257 37.762341012670944)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92
7706201,"LINESTRING (-122.47156934115623 37.734706810838965, -122.47169531931026 37.73457408235625, -122.47174941405828 37.73422036192867, -122.4717633585473 37.733852518797015)",35,JUNIPERO SERRA BLVD,52,13,34.75,38.59,43.35
7706202,"LINESTRING (-122.4717633585473 37.733852518797015, -122.47181837832602 37.73283209748898, -122.47188699444962 37.732228222516454, -122.47191608294844 37.73123124249641, -122.47179743560136 37.731032354843954)",35,JUNIPERO SERRA BLVD,52,13,34.75,38.59,43.35
7658000,"LINESTRING (-122.48127843029363 37.76151166950354, -122.48235210013017 37.761464420727684)",25,JUDAH ST,53,11,25.12,28.32,33.36
7667000,"LINESTRING (-122.49092290948157 37.76108689087031, -122.49199747299575 37.76103951379645)",25,JUDAH ST,61,19,25.7,28.68,32.39
7606000,"LINESTRING (-122.436238357197 37.73238238762864, -122.43746203562247 37.73237740531813)",0,JOOST AVE,50.19,10.33,24.37,28.31,33.38
7607000,"LINESTRING (-122.43746203562247 37.73237740531813, -122.43974776011446 37.73236806393756)",0,JOOST AVE,52.69,12.42,24.48,28.39,32.9
7612000,"LINESTRING (-122.44729678261373 37.73233344005341, -122.44886865892148 37.73232631565995)",0,JOOST AVE,32.97,9.42,21.87,28.79,33.25
7548000,"LINESTRING (-122.5095150090006 37.77004149881091, -122.50939527658153 37.76998334277028, -122.50900460332468 37.769753602090276, -122.50863263071666 37.76950447678548, -122.5082766694169 37.76923392277819)",25,JOHN F KENNEDY DR,83,49.5,29.42,30.98,33.67
7549000,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51071473254567 37.77043745473113, -122.5104539998838 37.770392334850285, -122.50984287331715 37.77018542141941, -122.5095150090006 37.77004149881091)",25,JOHN F KENNEDY DR,83,49.5,29.42,30.98,33.67
7542000,"LINESTRING (-122.48980436132878 37.77089456522585, -122.49018064431459 37.77095226438031, -122.49069434928941 37.77097760178645, -122.49112921180833 37.770950131712674, -122.49185035278082 37.77082130456169, -122.4924280364321 37.770694896951696, -122.49313629189217 37.77047740822145, -122.49361838578706 37.77031095325779, -122.493823451175 37.77028284605511)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08
7543000,"LINESTRING (-122.493823451175 37.77028284605511, -122.49414423902198 37.77004266464919, -122.49484073311909 37.76961136296253, -122.49512811700188 37.769476807151804, -122.49544446027058 37.769382121173415, -122.49616067480628 37.76929182520766)",25,JOHN F KENNEDY DR,85.5,41.5,28.72,29.95,33.08
7305000,"LINESTRING (-122.48677042552694 37.76313686713914, -122.48783871367142 37.763089769510486)",25,IRVING ST,47.56,11.18,23.69,28.34,32.68
7317000,"LINESTRING (-122.49855529848938 37.76261677389594, -122.49962745407086 37.76256939811561)",25,IRVING ST,18.35,1.13,20.41,27.39,33.3
7251000,"LINESTRING (-122.392981538841 37.71911364144198, -122.39485204889448 37.72017522193161)",25,INGERSON AVE,37.93,13.36,22.28,31.13,38.74
7253000,"LINESTRING (-122.37200569751843 37.72987387508275, -122.3738903651412 37.73093607117638)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22
7254000,"LINESTRING (-122.3738903651412 37.73093607117638, -122.37575821517156 37.731996600292504)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22
7255000,"LINESTRING (-122.37575821517156 37.731996600292504, -122.3766380358626 37.73249612470024)",35,INNES AVE,71.5,39.5,37.85,40.99,44.22
7260000,"LINESTRING (-122.38696169184333 37.73835882288856, -122.38883452187866 37.739421939173475)",0,INNES AVE,43.79,14.91,22.41,29.36,33.92
7205103,"LINESTRING (-122.40307582459772 37.738990416233676, -122.404073374529 37.73871289514307, -122.40425798467238 37.738712584734756)",30,INDUSTRIAL ST,68,27,31.7,34.28,37.74
7077000,"LINESTRING (-122.38404650878233 37.73751421647589, -122.38428591849717 37.737762198627735, -122.38462019466452 37.73797442132713, -122.38639890536173 37.738983050623986)",0,HUDSON AVE,75.45,41.39,28.27,30.96,34.21
7094000,"LINESTRING (-122.37697385569244 37.73361634370127, -122.37687293853425 37.73439698621576, -122.37684437548559 37.734503789160364)",35,HUNTERS POINT BLVD,68,29.5,37.1,39.93,43.76
7095000,"LINESTRING (-122.37684437548559 37.734503789160364, -122.37674536003134 37.73532982233626, -122.37680549745043 37.7356474061029, -122.37740425061327 37.73671215235018)",35,HUNTERS POINT BLVD,68,29.5,37.1,39.93,43.76
6997101,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47616279792105 37.72074204783204, -122.47702085905692 37.720772801104665)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78
6997201,"LINESTRING (-122.47606966974865 37.72077994709784, -122.47617077943994 37.72082751435612, -122.47757237235638 37.72086920556996)",25,HOLLOWAY AVE,48.48,15.16,23.92,28.81,32.78
6866000,"LINESTRING (-122.4488604558157 37.73069018924841, -122.45114081101607 37.730681109570064)",0,HEARST AVE,26.28,5.67,20.2,28.21,32.61
6834000,"LINESTRING (-122.45262384415005 37.77310613370119, -122.45428511653836 37.77289517815897)",0,HAYES ST,18.26,3.72,19.61,28.76,35.66
6859000,"LINESTRING (-122.46448421463268 37.72168000903705, -122.46443475993854 37.72190781858086, -122.46429367062407 37.72211373946706, -122.4639815692397 37.722327034641985)",0,HEAD ST,32.37,4.97,22.11,28.12,34.29
6860000,"LINESTRING (-122.4639815692397 37.722327034641985, -122.46375141437471 37.72239520617213, -122.46318900280541 37.72260461460966, -122.46284032617044 37.72280173252964, -122.46265499196775 37.72294790762958, -122.4624313673223 37.72300886780512, -122.46227080122155 37.723021082107465)",0,HEAD ST,32.37,4.97,22.11,28.12,34.29
6862000,"LINESTRING (-122.43973734577543 37.73073290671708, -122.44201566375494 37.73072176792805)",0,HEARST AVE,42.42,9.32,22.66,28.29,32.88
6732000,"LINESTRING (-122.40851633075071 37.77375969975054, -122.40968304102972 37.77283775733922)",30,HARRISON ST,18,0,25.1,32,0
6733000,"LINESTRING (-122.40968304102972 37.77283775733922, -122.41007684781555 37.772526443527795)",30,HARRISON ST,18,0,25.1,32,0
6766000,"LINESTRING (-122.4340623874469 37.762550824773925, -122.4339035793351 37.7609547387991)",0,HARTFORD ST,8.87,1.79,14.79,29.08,37.29
360000,"LINESTRING (-122.46417202266807 37.76413086992194, -122.46404200535154 37.762268848891686)",0,7TH AVE,66.08,23.36,25.84,29.06,32.82
363000,"LINESTRING (-122.46378152808614 37.75853818102822, -122.46365767130514 37.756764108298874)",0,7TH AVE,97,76,32.72,33.05,34.72
364000,"LINESTRING (-122.46365767130514 37.756764108298874, -122.46355449990251 37.75529810171608, -122.4635807187631 37.7550141489965, -122.46362728896958 37.75478806478163)",0,7TH AVE,97,76,32.72,33.05,34.72
323000,"LINESTRING (-122.46310199460855 37.764177827519696, -122.46297200086161 37.76231576933738)",0,6TH AVE,25.08,2.81,21.24,27.71,33.31
6578101,"LINESTRING (-122.42410268392302 37.76478345224182, -122.42404075676951 37.76463280947461, -122.42398155372634 37.763965997117936)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3
6578102,"LINESTRING (-122.42398155372634 37.763965997117936, -122.42392222113179 37.76329768991017, -122.42395924292165 37.76316782449088)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92
6578201,"LINESTRING (-122.42410268392302 37.76478345224182, -122.4241373817321 37.7646274028302, -122.42401884447953 37.763292283447726, -122.42395924292165 37.76316782449088)",25,GUERRERO ST,62.6,25.13,25.86,29.53,33.3
6579101,"LINESTRING (-122.42395924292165 37.76316782449088, -122.42389897279674 37.763038761320715, -122.42376615145906 37.761706710641995, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92
6579202,"LINESTRING (-122.42392656317257 37.762341012670944, -122.42386271020122 37.76170064202146, -122.42380067085048 37.76156567316831)",25,GUERRERO ST,77.5,32.5,28.08,29.9,33.92
6582101,"LINESTRING (-122.42348853133687 37.758364548622716, -122.4234353599617 37.75828312137068, -122.423367257003 37.75757006311781)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6582102,"LINESTRING (-122.423367257003 37.75757006311781, -122.42330231039959 37.75689004154526, -122.42333060589094 37.75676878101826)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6582201,"LINESTRING (-122.42348853133687 37.758364548622716, -122.4235206223619 37.75827798895519, -122.42345251681034 37.7575649090683)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6582202,"LINESTRING (-122.42345251681034 37.7575649090683, -122.42338716765782 37.75688068000545, -122.42333060589094 37.75676878101826)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6583101,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42328144029507 37.75667151428323, -122.42321453484062 37.75597096768874)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6583102,"LINESTRING (-122.42321453484062 37.75597096768874, -122.42314788891338 37.75527311867957, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6583201,"LINESTRING (-122.42333060589094 37.75676878101826, -122.42336668378417 37.75666621005693, -122.42323327713291 37.755269344199164, -122.4231810001043 37.75516979404893)",25,GUERRERO ST,58,18.5,25.75,29.07,33.49
6590101,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42230676473228 37.747031492622945, -122.42225735336068 37.74649871288904, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49,12.5,24.92,28.58,33.2
6590201,"LINESTRING (-122.42238353610776 37.747171915075015, -122.42243443361023 37.74702105652991, -122.42238581171496 37.74649522498589, -122.42231065498432 37.74637651993133)",25,GUERRERO ST,49,12.5,24.92,28.58,33.2
6432101,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51121138887777 37.77498140184525, -122.51113224803261 37.7741921626912, -122.51118267192281 37.773569063829434, -122.5112058403324 37.773016623533955, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21,7.5,31.3,39.02,42.67
6432201,"LINESTRING (-122.51129492511467 37.77507596092764, -122.51134405657933 37.77498912492466, -122.51126258273023 37.77419277797389, -122.51131420175257 37.7735744838256, -122.51133749899834 37.77301895281265, -122.51128210196944 37.772959944103796)",35,GREAT HWY,21,7.5,31.3,39.02,42.67
6434101,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51093501146903 37.77117968746171, -122.5108597101569 37.770561876659166, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41
6434201,"LINESTRING (-122.51105375567451 37.77134249965404, -122.51109157162286 37.771160112923255, -122.51102997512658 37.77055685950482, -122.5109259470413 37.77043567586435)",35,GREAT HWY,53.5,13.5,35.04,38.62,43.41
6435101,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51083358388001 37.77030317356958, -122.51076382859313 37.76970261510999, -122.51064283365878 37.76892757329371, -122.51029481683658 37.76724085838649, -122.51023266937932 37.76657741018473, -122.5102259908711 37.765986849698464, -122.51024148320391 37.76544205803968, -122.51031258935058 37.76463093488477, -122.51030714294158 37.7641728342164, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83,49.5,29.42,30.98,33.67
6435201,"LINESTRING (-122.5109259470413 37.77043567586435, -122.51100147365072 37.770318767716084, -122.51090494642412 37.769674365745125, -122.51077770488278 37.768953222705626, -122.51043168842217 37.767262177849425, -122.51036533099132 37.766580684825186, -122.5103502190624 37.76601040090952, -122.5103812833621 37.76548676775677, -122.51047177660026 37.76462978247324, -122.5104534474719 37.76416480071038, -122.51034131916529 37.76400083325617)",35,GREAT HWY,83,49.5,29.42,30.98,33.67
6330000,"LINESTRING (-122.42429481284258 37.78339985847708, -122.42468704034845 37.78533462216716)",25,GOUGH ST,68,20,26.75,29.06,34
6335000,"LINESTRING (-122.42523650087367 37.788070188259255, -122.4253305136906 37.78853628072198)",25,GOUGH ST,72,33,27.8,30.06,33.67
6336000,"LINESTRING (-122.4253305136906 37.78853628072198, -122.42542297973873 37.788994699345544)",25,GOUGH ST,72,33,27.8,30.06,33.67
6319000,"LINESTRING (-122.42297814898782 37.7768835267991, -122.42307323009466 37.777349481576316)",25,GOUGH ST,4,0,18.65,27,0
6320000,"LINESTRING (-122.42307323009466 37.777349481576316, -122.42316555290849 37.77781524699714)",25,GOUGH ST,4,0,18.65,27,0
6263000,"LINESTRING (-122.41550517789685 37.78165426160358, -122.41714561225355 37.78144749488264)",25,GOLDEN GATE AVE,24,2,22.2,27.42,32
6270000,"LINESTRING (-122.43023323643874 37.77978279419356, -122.43195180217045 37.77956414892888)",30,GOLDEN GATE AVE,34,3,27.95,32.44,37
6278000,"LINESTRING (-122.44186564091868 37.77829955367993, -122.4435069201783 37.778089213444304)",25,GOLDEN GATE AVE,55.5,14.5,25.4,28.49,32.69
6156000,"LINESTRING (-122.45113527466097 37.729872185521835, -122.45114081101607 37.730681109570064)",0,GENNESSEE ST,17.57,1.56,21,27.68,34.68
6145101,"LINESTRING (-122.43536086535406 37.71384364822902, -122.43520850266891 37.71382569096795, -122.43462016195681 37.71356178574302, -122.43454112646963 37.7134759475051)",25,GENEVA AVE,87.5,46,29.32,30.37,33.41
6145201,"LINESTRING (-122.43536086535406 37.71384364822902, -122.435290687183 37.71375674302245, -122.43468388805479 37.71348455806718, -122.43454112646963 37.7134759475051)",25,GENEVA AVE,87.5,46,29.32,30.37,33.41
6148101,"LINESTRING (-122.43192723590839 37.71276659695356, -122.43181393631782 37.71279268476787, -122.42967883281796 37.71235516647067, -122.42935616817647 37.71228841885989, -122.428807806297 37.71212575191585, -122.42825014800869 37.711887169177054, -122.42695714016597 37.71130726369489, -122.42643774320652 37.71111253933171, -122.42551150116016 37.7107894271359, -122.42504046301167 37.71054333458639, -122.4245553379074 37.7101722852861, -122.42455038827923 37.71010186038275)",35,GENEVA AVE,77,33.5,37.76,39.7,43.21
6148201,"LINESTRING (-122.43192723590839 37.71276659695356, -122.43185536776973 37.71269885060179, -122.42969859924861 37.71226439982431)",35,GENEVA AVE,77,33.5,37.76,39.7,43.21
6148203,"LINESTRING (-122.42969859924861 37.71226439982431, -122.42937735046776 37.71219733522259, -122.42886181331679 37.7120352565243, -122.42831094792801 37.71179958105303, -122.42701503046004 37.71121837024186, -122.42648992690603 37.71102150622958, -122.42620191017217 37.71092103434785)",35,GENEVA AVE,77,33.5,37.76,39.7,43.21
6148204,"LINESTRING (-122.42620191017217 37.71092103434785, -122.425571822623 37.710701232777915, -122.4251184873752 37.71046439055264, -122.42465091932567 37.71011007169363, -122.42455038827923 37.71010186038275)",35,GENEVA AVE,77,33.5,37.76,39.7,43.21
6151101,"LINESTRING (-122.42226516187985 37.708927357337046, -122.42217465956904 37.708949946495046, -122.42167414713978 37.708809215735776, -122.42161732986952 37.708743054461046)",35,GENEVA AVE,44.5,10.5,33.88,38.29,42.48
6151201,"LINESTRING (-122.42226516187985 37.708927357337046, -122.422215842921 37.70885639835, -122.42170768424612 37.70871351779389, -122.42161732986952 37.708743054461046)",35,GENEVA AVE,44.5,10.5,33.88,38.29,42.48
6079101,"LINESTRING (-122.4815157225421 37.78022581890925, -122.48164187070562 37.7801608008637, -122.48247214149227 37.78012452319975, -122.48259152868523 37.780189471461995)",25,GEARY BLVD,50,13,24.72,28.45,32.58
6079201,"LINESTRING (-122.4815157225421 37.78022581890925, -122.48164555047899 37.78029870910332, -122.48248599483132 37.780260231661664, -122.48259152868523 37.780189471461995)",25,GEARY BLVD,50,13,24.72,28.45,32.58
6083101,"LINESTRING (-122.48580757599662 37.780037953191446, -122.48593105451107 37.779968916379126, -122.48675615500134 37.779930667747514, -122.48687804721833 37.77999353993228)",25,GEARY BLVD,58,20.5,25.85,28.94,32.49
6083201,"LINESTRING (-122.48580757599662 37.780037953191446, -122.48592941225803 37.78009879867306, -122.48676213006401 37.78005839212737, -122.48687804721833 37.77999353993228)",25,GEARY BLVD,58,20.5,25.85,28.94,32.49
6087101,"LINESTRING (-122.49009657890443 37.77983983301643, -122.49020743524177 37.77977709250419, -122.49106299098317 37.7797301830331, -122.49116704472851 37.77979538169589)",30,GEARY BLVD,42.5,12.5,28.82,33.47,37
6087201,"LINESTRING (-122.49009657890443 37.77983983301643, -122.49023244211976 37.77991082213881, -122.49107968885917 37.7798759869453, -122.49116704472851 37.77979538169589)",30,GEARY BLVD,42.5,12.5,28.82,33.47,37
6088101,"LINESTRING (-122.49116704472851 37.77979538169589, -122.49126740225135 37.77972267229622, -122.49210538791898 37.77968822494309, -122.49223228742457 37.77974695060937)",30,GEARY BLVD,42.5,12.5,28.82,33.47,37
6088201,"LINESTRING (-122.49116704472851 37.77979538169589, -122.49128627464562 37.77985423702756, -122.49210914151199 37.77982816153191, -122.49223228742457 37.77974695060937)",30,GEARY BLVD,42.5,12.5,28.82,33.47,37
6095101,"LINESTRING (-122.49866461865165 37.779455467908264, -122.49877307387062 37.77939884691853, -122.49961589613349 37.77935594116155, -122.49973047270504 37.77940342494199)",30,GEARY BLVD,64.5,21,31.4,34.17,38.67
